student.label,game.score,coast,game.scheduled,percent.training.sessions.attended,overall.fitness.score,X..extra.strategy.sessions.attended,hours.of.sleep.the.night.before.game,early.bird.night.owl,previous.competitive.sports,X..meals.on.day.prior.to.game,university.year,game.number
62,34.8,east coast,noon,0.37,0.87,4,5,early bird,basketball,2,sophomore,3
63,40.25,east coast,noon,0.03,0.91,7,9,night owl,curling,3,junior,3
64,50.44,east coast,noon,0.44,0.65,10,12,night owl,martial arts,2,junior,3
65,35.13,east coast,noon,0.81,0.08,2,0,night owl,football,4,junior,3
66,31.93,east coast,noon,0.04,0.28,8,7,night owl,table tennis,1,junior,3
67,98.03,east coast,noon,0,0.29,1,1,night owl,football,6,frosh,3
68,30.37,east coast,noon,0.96,0.2,5,9,night owl,gymnastics,4,sophomore,3
69,59.72,east coast,noon,1,0.89,7,10,night owl,football,5,junior,3
70,34.86,east coast,noon,1,0,7,0,night owl,gymnastics,3,sophomore,3
71,27.96,east coast,noon,0,0.39,9,2,night owl,curling,1,junior,3
72,14.11,east coast,noon,0.19,0.27,5,3,early bird,curling,3,junior,3
73,49.09,east coast,noon,0.44,1,8,3,night owl,table tennis,4,sophomore,3
74,49.77,east coast,noon,0.93,0.48,10,9,early bird,football,5,sophomore,3
75,7.38,east coast,noon,0.27,0.18,1,0,night owl,football,5,sophomore,3
76,16.62,east coast,noon,0.87,0,6,2,night owl,baseball,4,sophomore,3
77,29.03,east coast,noon,0.37,0,7,8,night owl,baseball,2,senior,3
78,25,east coast,noon,0.94,0,3,0,night owl,curling,6,junior,3
79,20.47,east coast,noon,0.1,0,2,4,night owl,football,3,junior,3
80,37.33,east coast,noon,0.8,0,5,8,night owl,curling,5,frosh,3
81,76.51,east coast,noon,1,1,9,2,night owl,curling,3,senior,3
82,64.48,east coast,noon,0.96,0.93,4,7,night owl,martial arts,4,sophomore,3
83,57.85,east coast,noon,1,0.56,7,7,night owl,martial arts,6,sophomore,3
84,36.01,east coast,noon,0.96,0.12,3,6,night owl,martial arts,4,sophomore,3
85,31.85,east coast,noon,0.54,0,9,11,night owl,curling,4,junior,3
86,47.84,east coast,noon,0.91,0,10,12,night owl,martial arts,3,sophomore,3
87,35.19,east coast,noon,0.5,0.14,6,8,night owl,baseball,4,junior,3
88,18.67,east coast,noon,0,0.18,1,2,night owl,football,3,senior,3
89,70.69,east coast,noon,0.71,1,6,6,night owl,basketball,3,sophomore,3
90,68.32,east coast,noon,1,0.81,9,10,night owl,frisbee,2,senior,3
91,34.47,east coast,evening,0.99,0,7,6,night owl,baseball,6,sophomore,3
92,9.11,east coast,evening,0.21,0.72,3,11,early bird,basketball,3,senior,3
93,18.45,east coast,evening,0,0.19,2,0,night owl,curling,6,frosh,3
94,24.93,east coast,evening,0.84,0,8,3,night owl,football,6,junior,3
95,68.27,east coast,evening,0.97,1,3,9,night owl,curling,3,junior,3
96,48.13,east coast,evening,0.98,0.27,7,7,night owl,martial arts,3,sophomore,3
97,61.3,east coast,evening,0.91,0.86,7,2,night owl,martial arts,4,frosh,3
98,36.58,east coast,evening,1,0.44,7,10,early bird,curling,4,junior,3
99,47.5,east coast,evening,0.45,0.91,8,12,night owl,table tennis,1,senior,3
100,64.07,east coast,evening,1,0.52,10,7,night owl,gymnastics,5,sophomore,3
101,24.22,east coast,noon,0.41,0.43,8,7,night owl,baseball,4,frosh,3
102,49.4,east coast,noon,1,0.24,8,4,night owl,martial arts,3,sophomore,3
103,30.7,east coast,noon,0,0.99,6,4,early bird,curling,4,junior,3
104,38.55,east coast,noon,0.51,0.78,9,7,night owl,table tennis,2,senior,3
105,16.91,east coast,noon,0.65,0.29,0,3,night owl,baseball,5,junior,3
106,39.32,east coast,noon,0.9,0.23,2,0,night owl,frisbee,3,junior,3
107,29.46,east coast,noon,0,0.42,5,9,night owl,football,3,junior,3
108,87.41,east coast,noon,1,1,10,9,night owl,frisbee,4,junior,3
109,0,east coast,noon,0,0.9,4,5,night owl,baseball,5,sophomore,3
110,0,east coast,noon,0.04,0.19,6,1,night owl,baseball,3,sophomore,3
111,20.15,east coast,noon,0.33,0.68,7,10,night owl,table tennis,3,sophomore,3
112,1.94,east coast,noon,0.12,0.72,3,5,night owl,table tennis,2,sophomore,3
113,49.84,east coast,noon,1,0.67,10,6,night owl,gymnastics,5,sophomore,3
114,31.14,east coast,noon,0.5,0.56,4,5,night owl,martial arts,3,sophomore,3
115,0,east coast,noon,0.4,0.07,3,4,early bird,baseball,3,junior,3
116,0,east coast,noon,0.14,0,3,1,night owl,football,2,junior,3
117,0,east coast,noon,0,0,3,0,night owl,martial arts,3,frosh,3
118,24.79,east coast,noon,0.06,0.97,1,10,night owl,basketball,2,senior,3
119,27.73,east coast,noon,0.84,0.59,6,3,night owl,baseball,5,junior,3
120,29.27,east coast,noon,0.12,1,0,2,night owl,table tennis,4,sophomore,3
121,26.73,east coast,evening,0,1,4,8,early bird,football,3,senior,3
122,71.66,east coast,evening,1,0.96,3,2,night owl,frisbee,4,junior,3
123,29.48,east coast,evening,0.12,0.17,0,2,night owl,basketball,5,frosh,3
124,31.9,east coast,evening,0.57,0.07,8,4,night owl,gymnastics,5,frosh,3
125,67.49,east coast,evening,1,1,1,9,night owl,table tennis,6,sophomore,3
126,47.47,east coast,evening,0.87,0.7,6,10,early bird,basketball,3,senior,3
127,23.52,east coast,evening,0,0,4,5,night owl,martial arts,3,sophomore,3
128,6.59,east coast,evening,0,0.01,2,2,night owl,curling,3,junior,3
129,92.12,east coast,evening,0.91,1,10,9,night owl,martial arts,8,junior,3
130,17.84,east coast,evening,0,0.26,0,1,night owl,curling,6,frosh,3
131,38.97,east coast,morning,0.56,0.64,5,8,night owl,basketball,3,junior,3
132,77.16,east coast,morning,0.87,1,9,4,night owl,frisbee,2,junior,3
133,65.78,east coast,morning,0.86,1,5,9,night owl,frisbee,4,senior,3
134,4.51,east coast,morning,0.26,0,1,5,night owl,football,3,sophomore,3
135,30.23,east coast,morning,1,0.04,9,11,night owl,baseball,4,sophomore,3
136,7.28,east coast,morning,0.08,0,0,7,night owl,martial arts,7,sophomore,3
137,73.42,east coast,morning,1,0.95,8,10,early bird,baseball,4,senior,3
138,78.89,east coast,morning,1,1,8,3,night owl,martial arts,4,junior,3
139,8.43,east coast,morning,0,0,6,9,night owl,baseball,5,frosh,3
140,28.75,east coast,morning,1,0,8,9,night owl,baseball,6,frosh,3
141,25.93,east coast,evening,0,0.79,1,7,night owl,football,3,junior,3
142,38.95,east coast,evening,0.03,0,5,5,early bird,martial arts,2,frosh,3
143,49.83,east coast,evening,0.98,0.28,10,4,early bird,baseball,3,frosh,3
144,83.22,east coast,evening,0.87,1,9,9,night owl,table tennis,3,senior,3
145,41.94,east coast,evening,0.55,0.73,3,11,night owl,baseball,3,junior,3
146,76.89,east coast,evening,0.67,1,6,7,night owl,frisbee,2,senior,3
147,22.72,east coast,evening,0,1,4,10,night owl,table tennis,3,senior,3
148,15.72,east coast,evening,0,0.3,2,3,night owl,football,3,sophomore,3
149,33.06,east coast,evening,0.58,0.8,3,2,night owl,table tennis,3,frosh,3
150,26.75,east coast,evening,0,0.8,4,12,early bird,baseball,3,junior,3
151,4.44,east coast,noon,0.33,0.08,6,11,night owl,table tennis,5,junior,3
152,0,east coast,noon,0.61,0,2,1,night owl,gymnastics,5,sophomore,3
153,3.44,east coast,noon,0.21,0.16,5,3,early bird,baseball,3,junior,3
154,27.81,east coast,noon,0.74,0.2,7,3,night owl,curling,4,sophomore,3
155,23.11,east coast,noon,0.91,0.01,7,10,early bird,table tennis,3,sophomore,3
156,43.73,east coast,noon,0.89,0,10,9,night owl,baseball,3,junior,3
157,33.03,east coast,noon,0.6,0.5,4,8,early bird,gymnastics,5,sophomore,3
158,0.86,east coast,noon,0.48,0,5,0,night owl,martial arts,3,sophomore,3
159,0,east coast,noon,0,0.67,2,5,night owl,baseball,6,junior,3
160,18.47,east coast,noon,0.38,1,4,1,night owl,curling,4,sophomore,3
161,56.56,east coast,noon,0.48,0.94,9,5,night owl,frisbee,2,senior,3
162,48.68,east coast,noon,1,0.09,9,8,night owl,football,3,sophomore,3
163,49.07,east coast,noon,0.66,0.88,5,0,night owl,frisbee,4,frosh,3
164,70.62,east coast,noon,0.85,1,7,8,night owl,table tennis,3,sophomore,3
165,34.23,east coast,noon,0.68,0.03,3,1,night owl,curling,5,frosh,3
166,40.61,east coast,noon,0.14,0.9,9,11,night owl,gymnastics,3,senior,3
167,23.13,east coast,noon,0,0.73,4,3,night owl,table tennis,3,frosh,3
168,12.62,east coast,noon,0,0,2,4,early bird,martial arts,2,junior,3
169,38.75,east coast,noon,0.82,0,2,4,early bird,gymnastics,3,senior,3
170,61.75,east coast,noon,0.74,1,7,10,early bird,curling,5,junior,3
171,49.41,east coast,noon,0.95,0.82,5,1,night owl,frisbee,3,frosh,3
172,47.31,east coast,noon,0.47,1,2,6,night owl,martial arts,3,junior,3
173,27,east coast,noon,1,0.36,5,5,night owl,football,3,senior,3
174,14.15,east coast,noon,0.15,1,2,12,night owl,frisbee,4,sophomore,3
175,0,east coast,noon,0.21,0,5,1,early bird,football,4,sophomore,3
176,39.96,east coast,noon,0.92,0.57,7,6,night owl,curling,5,frosh,3
177,17.03,east coast,noon,1,0.07,3,1,early bird,martial arts,4,sophomore,3
178,28.88,east coast,noon,0.56,0.6,1,9,night owl,curling,4,senior,3
179,24.16,east coast,noon,0.26,0.79,0,7,night owl,table tennis,3,junior,3
180,61.31,east coast,noon,1,0.99,2,9,night owl,frisbee,7,sophomore,3
181,17.04,east coast,noon,0,0.06,4,8,night owl,football,2,sophomore,3
182,38.32,east coast,noon,0.88,0.81,6,10,early bird,baseball,6,junior,3
183,26.94,east coast,noon,0.25,0.87,6,7,night owl,frisbee,3,senior,3
184,29.94,east coast,noon,0.85,0.26,6,10,night owl,football,3,junior,3
185,50.25,east coast,noon,0.94,0.4,7,8,night owl,martial arts,3,junior,3
186,19.04,east coast,noon,0.27,0.2,5,4,night owl,curling,3,junior,3
187,15.5,east coast,noon,0,0.8,1,0,night owl,basketball,1,junior,3
188,11.33,east coast,noon,0.87,0,7,0,night owl,curling,5,frosh,3
189,0,east coast,noon,0.01,0.21,4,3,night owl,baseball,5,frosh,3
190,73.01,east coast,noon,1,1,9,11,night owl,curling,6,junior,3
191,41.2,east coast,evening,1,0.28,0,2,night owl,table tennis,6,junior,3
192,50.2,east coast,evening,0.68,0.76,2,4,night owl,frisbee,6,junior,3
193,38.53,east coast,evening,0,0.11,8,7,night owl,football,2,senior,3
194,63.09,east coast,evening,0.79,1,4,10,early bird,table tennis,2,senior,3
195,30.9,east coast,evening,0.58,0,3,8,night owl,football,5,sophomore,3
196,60.25,east coast,evening,0.56,0.95,3,12,night owl,martial arts,3,senior,3
197,76.12,east coast,evening,1,0.97,9,12,night owl,table tennis,4,junior,3
198,23.92,east coast,evening,0,0,4,6,night owl,table tennis,3,sophomore,3
199,42.51,east coast,evening,1,0.16,5,1,night owl,football,6,sophomore,3
200,26.91,east coast,evening,0.03,0.21,7,5,night owl,football,2,sophomore,3
201,48.43,east coast,noon,0.44,0.94,8,11,early bird,frisbee,5,senior,3
202,84.23,east coast,noon,0.96,1,9,9,night owl,martial arts,4,junior,3
203,34.42,east coast,noon,0.5,0,6,1,night owl,table tennis,5,frosh,3
204,37.6,east coast,noon,0.63,0.57,5,2,night owl,martial arts,4,sophomore,3
205,21.94,east coast,noon,0.55,0,4,6,night owl,table tennis,3,sophomore,3
206,45.76,east coast,noon,0.85,0,10,6,night owl,gymnastics,4,junior,3
207,41.38,east coast,noon,1,0.18,7,6,night owl,gymnastics,6,frosh,3
208,34.21,east coast,noon,0,0.02,3,11,night owl,curling,4,frosh,3
209,0,east coast,noon,0.06,0,2,2,night owl,football,5,junior,3
210,29.94,east coast,noon,0.32,0,5,2,night owl,table tennis,3,sophomore,3
211,53.54,east coast,morning,0.88,1,1,1,night owl,basketball,3,senior,3
212,5.43,east coast,morning,0.07,0.79,5,3,night owl,basketball,3,sophomore,3
213,0,east coast,morning,0.14,0,0,6,night owl,baseball,4,frosh,3
214,19.58,east coast,morning,0.84,0.48,5,1,night owl,baseball,4,frosh,3
215,25.29,east coast,morning,0,1,0,6,night owl,basketball,3,sophomore,3
216,26.15,east coast,morning,0.18,1,7,3,night owl,table tennis,3,sophomore,3
217,10.62,east coast,morning,1,0,5,2,night owl,gymnastics,5,frosh,3
218,0,east coast,morning,0.01,0.04,0,0,night owl,baseball,4,junior,3
219,0,east coast,morning,0.28,0,5,11,night owl,curling,6,frosh,3
220,62.75,east coast,morning,0.73,1,9,10,night owl,baseball,3,junior,3
221,0,east coast,noon,0,0.07,0,3,night owl,baseball,3,sophomore,3
222,0,east coast,noon,0.08,0.73,5,2,night owl,football,3,sophomore,3
223,0,east coast,noon,0.07,0.22,5,0,early bird,curling,2,frosh,3
224,36.34,east coast,noon,0.44,0.98,4,9,night owl,table tennis,3,junior,3
225,9.86,east coast,noon,0.04,0.13,4,4,night owl,basketball,2,sophomore,3
226,61.97,east coast,noon,0.86,1,6,10,night owl,table tennis,6,junior,3
227,22.01,east coast,noon,0.41,0.56,7,12,early bird,martial arts,5,sophomore,3
228,74.69,east coast,noon,1,1,9,12,night owl,table tennis,4,senior,3
229,26.84,east coast,noon,1,0.01,10,8,night owl,curling,3,sophomore,3
230,0,east coast,noon,0,0,1,0,night owl,football,5,sophomore,3
231,54.81,east coast,evening,0.84,0.75,5,8,night owl,table tennis,3,senior,3
232,47.27,east coast,evening,0.84,0.24,6,12,night owl,baseball,5,junior,3
233,44.24,east coast,evening,1,0.05,5,12,night owl,gymnastics,5,junior,3
234,5.83,east coast,evening,0.27,0.13,1,0,night owl,football,5,sophomore,3
235,84.17,east coast,evening,1,0.99,7,8,night owl,basketball,5,junior,3
236,56.83,east coast,evening,0.95,0.58,6,12,night owl,frisbee,4,sophomore,3
237,47.77,east coast,evening,0.73,0.22,4,9,night owl,curling,3,sophomore,3
238,46.78,east coast,evening,0.55,0.03,10,8,night owl,curling,3,sophomore,3
239,38.11,east coast,evening,0.84,0,3,10,night owl,curling,4,senior,3
240,41.6,east coast,evening,0.5,0.64,5,0,night owl,martial arts,3,junior,3
241,76.34,east coast,evening,1,0.92,7,6,night owl,martial arts,4,junior,3
242,13.6,east coast,evening,0,0.5,1,3,night owl,martial arts,5,frosh,3
243,40.58,east coast,evening,1,0.12,8,10,night owl,football,5,sophomore,3
244,54.15,east coast,evening,0.23,1,9,11,night owl,football,3,junior,3
245,32.37,east coast,evening,0.17,0.74,8,10,night owl,curling,2,junior,3
246,32.08,east coast,evening,0.85,0.54,0,1,night owl,martial arts,5,frosh,3
247,0,east coast,evening,0.03,0.38,0,0,night owl,curling,5,frosh,3
248,52.64,east coast,evening,0.39,1,4,5,night owl,basketball,3,junior,3
249,26.58,east coast,evening,0.43,0.11,9,9,night owl,table tennis,5,frosh,3
250,24.35,east coast,evening,0.32,0.73,4,6,night owl,gymnastics,1,senior,3
251,55.28,east coast,noon,0.72,0.84,7,4,night owl,curling,3,sophomore,3
252,40.06,east coast,noon,0.32,0.27,2,6,night owl,baseball,3,senior,3
253,57.56,east coast,noon,0.88,0.61,4,2,early bird,frisbee,1,senior,3
254,49.83,east coast,noon,0,1,2,10,night owl,martial arts,3,senior,3
255,54.03,east coast,noon,0.97,0,7,5,night owl,martial arts,4,frosh,3
256,52.77,east coast,noon,1,0.15,10,8,night owl,table tennis,3,junior,3
257,47,east coast,noon,0.48,0.87,1,2,night owl,frisbee,3,senior,3
258,51.8,east coast,noon,0.43,0.07,3,1,night owl,basketball,4,sophomore,3
259,61.48,east coast,noon,0.04,0.51,0,0,night owl,martial arts,2,junior,3
260,46,east coast,noon,0.12,0.78,3,8,night owl,frisbee,3,junior,3
261,33.57,east coast,noon,0,1,2,12,night owl,curling,2,senior,3
262,62.43,east coast,noon,0.78,1,6,12,night owl,baseball,3,senior,3
263,27.88,east coast,noon,0.22,0.32,10,0,early bird,table tennis,5,sophomore,3
264,64.43,east coast,noon,1,0.87,6,10,night owl,martial arts,3,junior,3
265,29.11,east coast,noon,0.07,0.03,5,0,early bird,gymnastics,1,sophomore,3
266,24.57,east coast,noon,1,0.13,6,0,night owl,gymnastics,6,frosh,3
267,34.96,east coast,noon,0.15,0.77,2,8,night owl,baseball,5,sophomore,3
268,67.95,east coast,noon,1,0.83,8,8,night owl,table tennis,3,senior,3
269,72.92,east coast,noon,0.89,0.92,7,10,night owl,martial arts,4,sophomore,3
270,62.65,east coast,noon,0.74,0.99,6,8,night owl,curling,4,junior,3
271,60.46,east coast,noon,1,0.88,3,12,night owl,martial arts,3,sophomore,3
272,25.32,east coast,noon,0,0.07,1,3,night owl,basketball,3,sophomore,3
273,43.12,east coast,noon,0.79,0,10,4,night owl,baseball,6,sophomore,3
274,22.73,east coast,noon,0,0.48,6,10,night owl,gymnastics,5,sophomore,3
275,32.44,east coast,noon,0.2,0.69,5,7,night owl,martial arts,2,sophomore,3
276,28.46,east coast,noon,0.05,0.06,5,4,night owl,table tennis,2,junior,3
277,3.22,east coast,noon,0.29,0,1,3,night owl,curling,7,sophomore,3
278,67.72,east coast,noon,0.92,1,3,8,night owl,football,3,senior,3
279,45.68,east coast,noon,0.89,0.4,7,7,early bird,frisbee,4,sophomore,3
280,62.22,east coast,noon,0.43,1,10,7,night owl,frisbee,3,senior,3
281,46.29,west coast,evening,0.49,0.1,9,6,night owl,curling,4,frosh,3
282,35.69,west coast,evening,0.1,1,2,2,night owl,basketball,3,junior,3
283,20.61,west coast,evening,0,0.09,7,11,early bird,curling,3,senior,3
284,38.76,west coast,evening,0.78,0,3,3,night owl,curling,6,frosh,3
285,42.95,west coast,evening,0.11,0.98,1,10,night owl,basketball,3,junior,3
286,72.63,west coast,evening,0.92,0.93,8,6,night owl,football,6,senior,3
287,77.22,west coast,evening,0.85,1,8,1,night owl,frisbee,5,frosh,3
288,47.86,west coast,evening,0.43,0.94,3,3,night owl,table tennis,4,junior,3
289,55.08,west coast,evening,0.77,0.45,7,8,night owl,frisbee,5,frosh,3
290,28.05,west coast,evening,0.23,0.13,0,0,night owl,basketball,3,sophomore,3
291,49.78,west coast,noon,0.85,0.88,0,12,night owl,table tennis,4,senior,3
292,24.19,west coast,noon,0.37,0,4,6,night owl,baseball,2,junior,3
293,44.15,west coast,noon,1,0.55,6,3,early bird,football,4,senior,3
294,20.66,west coast,noon,0.18,0,6,5,night owl,baseball,6,sophomore,3
295,46.29,west coast,noon,0.51,0.87,9,5,night owl,baseball,5,senior,3
296,31.34,west coast,noon,0.43,0.64,1,8,night owl,martial arts,4,junior,3
297,45.65,west coast,noon,0.32,0.98,1,12,early bird,frisbee,4,sophomore,3
298,51.22,west coast,noon,0.85,0.47,7,6,early bird,martial arts,7,frosh,3
299,63,west coast,noon,1,1,6,7,night owl,football,7,sophomore,3
300,46.38,west coast,noon,0.92,0.34,8,3,early bird,baseball,4,junior,3
301,0,west coast,noon,0.05,0.75,1,4,night owl,football,6,sophomore,3
302,0,west coast,noon,0,0.28,3,0,early bird,curling,2,junior,3
303,0,west coast,noon,0.34,0,3,1,early bird,frisbee,3,frosh,3
304,15.62,west coast,noon,0.42,0.25,5,4,night owl,frisbee,3,junior,3
305,40.84,west coast,noon,0.52,0.93,7,6,night owl,curling,7,junior,3
306,20.42,west coast,noon,0.47,0.28,3,7,night owl,baseball,6,frosh,3
307,0,west coast,noon,0.34,0.07,2,2,night owl,gymnastics,4,sophomore,3
308,1.2,west coast,noon,0.08,0,3,5,early bird,frisbee,3,junior,3
309,0,west coast,noon,0,0.32,4,3,night owl,curling,5,junior,3
310,0,west coast,noon,0.02,0.87,5,12,early bird,football,2,senior,3
311,0,west coast,noon,0,0.06,3,4,night owl,baseball,4,junior,3
312,19.39,west coast,noon,0.19,0.63,1,4,night owl,martial arts,4,junior,3
313,36.35,west coast,noon,1,0.05,0,12,night owl,martial arts,5,frosh,3
314,30.65,west coast,noon,0,0.03,7,6,night owl,curling,2,sophomore,3
315,0.52,west coast,noon,0,0.22,5,2,night owl,frisbee,4,sophomore,3
316,15.83,west coast,noon,0.62,0,6,5,night owl,football,4,sophomore,3
317,0,west coast,noon,0.01,0,1,6,night owl,table tennis,3,junior,3
318,25.33,west coast,noon,1,0,7,5,night owl,baseball,5,frosh,3
319,21.8,west coast,noon,0.76,0.11,1,1,night owl,martial arts,3,sophomore,3
320,75,west coast,noon,1,1,7,4,early bird,frisbee,7,frosh,3
321,32.6,west coast,noon,0.08,0.01,8,5,night owl,basketball,3,frosh,3
322,21.24,west coast,noon,0.04,0.73,6,6,night owl,baseball,4,junior,3
323,32.5,west coast,noon,0.07,0.08,4,12,night owl,table tennis,2,frosh,3
324,33.77,west coast,noon,0,0.55,7,9,night owl,table tennis,3,junior,3
325,54.71,west coast,noon,0.73,0.8,7,10,night owl,frisbee,4,frosh,3
326,48.97,west coast,noon,0.69,0.81,8,9,night owl,baseball,4,sophomore,3
327,42.89,west coast,noon,0.41,0,8,10,early bird,table tennis,5,sophomore,3
328,37.61,west coast,noon,0.43,0.9,3,8,night owl,football,3,sophomore,3
329,74.55,west coast,noon,0.96,1,6,9,night owl,football,3,senior,3
330,23.71,west coast,noon,0.34,0.69,7,12,night owl,football,3,senior,3
331,42.29,west coast,morning,0.39,0.82,10,11,night owl,gymnastics,3,sophomore,3
332,71.92,west coast,morning,0.88,1,3,8,night owl,basketball,3,junior,3
333,19.45,west coast,morning,0,0.24,6,7,early bird,gymnastics,4,junior,3
334,80.24,west coast,morning,1,0.75,10,11,early bird,martial arts,4,sophomore,3
335,0,west coast,morning,0.15,0,7,3,night owl,gymnastics,4,frosh,3
336,25.02,west coast,morning,0.03,0,6,11,night owl,curling,2,sophomore,3
337,0,west coast,morning,0.05,0,0,2,night owl,baseball,5,frosh,3
338,63.48,west coast,morning,0.73,0.58,10,9,early bird,baseball,2,senior,3
339,36.4,west coast,morning,1,0.29,6,8,night owl,table tennis,3,junior,3
340,68.05,west coast,morning,0.79,0.78,10,10,night owl,frisbee,3,junior,3
341,29.54,west coast,noon,0,1,2,8,early bird,basketball,5,junior,3
342,35.09,west coast,noon,1,0.31,2,4,night owl,table tennis,5,sophomore,3
343,61.65,west coast,noon,0.51,0.97,10,9,night owl,martial arts,4,sophomore,3
344,50.83,west coast,noon,0.74,0.67,4,5,night owl,basketball,4,junior,3
345,71.27,west coast,noon,1,1,3,10,night owl,frisbee,5,sophomore,3
346,40.91,west coast,noon,0.4,1,2,8,night owl,baseball,4,junior,3
347,4.14,west coast,noon,0,0.46,0,2,night owl,football,4,sophomore,3
348,55.37,west coast,noon,0.96,0.95,1,7,night owl,curling,7,senior,3
349,53.35,west coast,noon,0.85,0.59,8,3,early bird,basketball,3,junior,3
350,18.94,west coast,noon,0.52,0,3,5,night owl,baseball,4,sophomore,3
351,48.77,west coast,noon,0.39,1,10,2,night owl,curling,3,sophomore,3
352,19.34,west coast,noon,0.5,0.02,6,4,night owl,table tennis,4,sophomore,3
353,25.79,west coast,noon,0.59,0.13,10,2,night owl,baseball,3,sophomore,3
354,24.18,west coast,noon,0.17,1,2,8,night owl,frisbee,4,sophomore,3
355,60.23,west coast,noon,0.61,1,10,11,night owl,football,4,sophomore,3
356,0,west coast,noon,0,0,4,3,night owl,curling,3,sophomore,3
357,0,west coast,noon,0,0.01,0,9,night owl,baseball,4,frosh,3
358,3.77,west coast,noon,0.1,0,8,4,night owl,curling,3,frosh,3
359,61.34,west coast,noon,0.94,0.83,7,10,night owl,martial arts,2,senior,3
360,0,west coast,noon,0,0.2,0,2,night owl,frisbee,6,frosh,3
361,56.41,west coast,noon,0.6,0.84,9,9,night owl,frisbee,3,frosh,3
362,24.22,west coast,noon,0.96,0.33,2,0,night owl,martial arts,6,junior,3
363,21.3,west coast,noon,0.09,0.45,6,11,night owl,frisbee,2,junior,3
364,3.2,west coast,noon,0.79,0,3,5,night owl,gymnastics,6,frosh,3
365,15.38,west coast,noon,0,0.85,0,8,early bird,martial arts,2,sophomore,3
366,39.54,west coast,noon,0.07,1,1,10,night owl,frisbee,4,junior,3
367,55.89,west coast,noon,1,0.94,1,2,night owl,martial arts,5,senior,3
368,44.91,west coast,noon,0.8,0.57,3,9,night owl,curling,3,senior,3
369,25,west coast,noon,0.8,0.44,2,8,night owl,table tennis,5,sophomore,3
370,0,west coast,noon,0,0.01,2,0,night owl,football,3,sophomore,3
371,41.96,west coast,noon,0.95,0.38,8,6,night owl,curling,3,sophomore,3
372,74.02,west coast,noon,0.79,1,10,8,early bird,football,4,junior,3
373,25.97,west coast,noon,0.84,0,6,6,night owl,table tennis,3,sophomore,3
374,11.13,west coast,noon,0.46,0.32,5,8,night owl,baseball,3,sophomore,3
375,26.63,west coast,noon,0,0.21,6,12,night owl,gymnastics,5,frosh,3
376,40.79,west coast,noon,0.49,0.99,1,9,night owl,football,4,junior,3
377,9.08,west coast,noon,0.33,0,3,3,night owl,curling,4,frosh,3
378,20.08,west coast,noon,0.06,0.97,2,8,night owl,baseball,4,sophomore,3
379,29.67,west coast,noon,0.2,0.65,2,11,night owl,curling,4,sophomore,3
380,76.82,west coast,noon,0.97,1,9,7,night owl,curling,3,sophomore,3
381,17.23,west coast,noon,0,0.09,1,3,night owl,football,3,senior,3
382,23.96,west coast,noon,0.24,0.82,5,12,early bird,table tennis,5,senior,3
383,0,west coast,noon,0,0.8,0,6,night owl,curling,3,senior,3
384,0,west coast,noon,0,0,4,5,night owl,baseball,3,sophomore,3
385,38.65,west coast,noon,0.98,0.06,9,8,night owl,table tennis,5,frosh,3
386,19.97,west coast,noon,0,0.97,8,12,night owl,football,3,senior,3
387,68.68,west coast,noon,1,1,1,4,night owl,martial arts,3,senior,3
388,21.98,west coast,noon,0.71,0,5,5,early bird,football,5,frosh,3
389,49.94,west coast,noon,0.81,0.92,5,4,early bird,football,5,frosh,3
390,0,west coast,noon,0.03,0.34,5,2,night owl,curling,2,senior,3
391,33.25,west coast,noon,0.09,0.93,1,2,night owl,martial arts,3,sophomore,3
392,71.94,west coast,noon,1,1,5,5,early bird,basketball,5,sophomore,3
393,18.96,west coast,noon,0,0.22,6,3,night owl,martial arts,7,frosh,3
394,49.58,west coast,noon,0.85,0.48,8,8,night owl,football,4,sophomore,3
395,24.04,west coast,noon,0.35,0,2,2,early bird,frisbee,4,sophomore,3
396,16.78,west coast,noon,0,1,2,1,night owl,football,3,junior,3
397,40.64,west coast,noon,1,0,10,2,night owl,gymnastics,4,frosh,3
398,44.7,west coast,noon,0.91,0.05,9,10,night owl,table tennis,4,sophomore,3
399,43.07,west coast,noon,0.43,0.41,10,9,night owl,frisbee,2,senior,3
400,17.19,west coast,noon,0.11,0.91,0,3,night owl,table tennis,2,senior,3
401,23.24,west coast,noon,0.37,0.17,2,5,night owl,table tennis,4,frosh,3
402,30.25,west coast,noon,0.32,0.28,8,5,night owl,football,2,junior,3
403,38.39,west coast,noon,0.06,0.52,5,10,night owl,baseball,2,senior,3
404,40.19,west coast,noon,0.13,0.85,1,11,night owl,frisbee,4,senior,3
405,45.62,west coast,noon,0,0.19,1,3,night owl,martial arts,3,sophomore,3
406,35.19,west coast,noon,0,0.28,4,11,early bird,baseball,3,junior,3
407,73.58,west coast,noon,1,1,4,4,night owl,frisbee,5,senior,3
408,54.17,west coast,noon,0.29,0.88,6,5,night owl,basketball,4,frosh,3
409,41.31,west coast,noon,0.3,0.36,6,3,night owl,table tennis,2,junior,3
410,72.16,west coast,noon,0.68,1,6,11,night owl,frisbee,2,senior,3
411,37.97,west coast,noon,0.45,0.76,4,10,night owl,baseball,7,junior,3
412,4.13,west coast,noon,0,0.69,1,9,early bird,curling,5,junior,3
413,48.3,west coast,noon,0.63,0.74,7,9,night owl,table tennis,3,junior,3
